smiles,prompt,completion,chemdfm_text
CC=CC=CC=O,What are the primary odors and sub-odors of this molecule: CC=CC=CC=O?,"The primary odors present in this molecule are: Food, Fruity, Nature, Spices, Lemon, Green, Waxy, Chemical, Sweet, Hydrocar, Fragrant, Floral. The sub-odors are: Spices, Citrus, Green, Aldehydic, Floral, Waxy, Fruity, Sweet.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CC=CC=CC=O?
Assistant: The primary odors present in this molecule are: Food, Fruity, Nature, Spices, Lemon, Green, Waxy, Chemical, Sweet, Hydrocar, Fragrant, Floral. The sub-odors are: Spices, Citrus, Green, Aldehydic, Floral, Waxy, Fruity, Sweet."
CCCCCC1CCOC(C)O1,What are the primary odors and sub-odors of this molecule: CCCCCC1CCOC(C)O1?,"The primary odors present in this molecule are: Earthy, Pungent, Fruity, Mol, Green, Woody, Musty, Resinous, Chemical, Sharp, Hydrocar, Fragrant. The sub-odors are: Earthy, Ether, Green, Moldy, Musty.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCCC1CCOC(C)O1?
Assistant: The primary odors present in this molecule are: Earthy, Pungent, Fruity, Mol, Green, Woody, Musty, Resinous, Chemical, Sharp, Hydrocar, Fragrant. The sub-odors are: Earthy, Ether, Green, Moldy, Musty."
CCOC(=O)C12CCCC1C1CCC2C1,What are the primary odors and sub-odors of this molecule: CCOC(=O)C12CCCC1C1CCC2C1?,"The primary odors present in this molecule are: Fruity, Nature, Sweet, Fragrant, Floral, Beverage. The sub-odors are: Floral, Ripe, Fruity, Rummy, Sweet, Candy.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCOC(=O)C12CCCC1C1CCC2C1?
Assistant: The primary odors present in this molecule are: Fruity, Nature, Sweet, Fragrant, Floral, Beverage. The sub-odors are: Floral, Ripe, Fruity, Rummy, Sweet, Candy."
CCCCCCCCS,What are the primary odors and sub-odors of this molecule: CCCCCCCCS?,"The primary odors present in this molecule are: Septic, Characteristic, Nature, Sulp, Hydrocar, Cabbage, Chemical, Other, Marshy, Sulphur, Sickening. The sub-odors are: Sulphurous, Characteristic, Mild.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCCCCCS?
Assistant: The primary odors present in this molecule are: Septic, Characteristic, Nature, Sulp, Hydrocar, Cabbage, Chemical, Other, Marshy, Sulphur, Sickening. The sub-odors are: Sulphurous, Characteristic, Mild."
CC1=CCC(C(C)(C)OC(=O)C=Cc2ccccc2)CC1,What are the primary odors and sub-odors of this molecule: CC1=CCC(C(C)(C)OC(=O)C=Cc2ccccc2)CC1?,"The primary odors present in this molecule are: Balsamic, Sweet, Spices, Fragrant, Beverage. The sub-odors are: Balsamic, Sweet, Nutmeg, Winey.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CC1=CCC(C(C)(C)OC(=O)C=Cc2ccccc2)CC1?
Assistant: The primary odors present in this molecule are: Balsamic, Sweet, Spices, Fragrant, Beverage. The sub-odors are: Balsamic, Sweet, Nutmeg, Winey."
CCCCCC(=O)OCC(C)CC,What are the primary odors and sub-odors of this molecule: CCCCCC(=O)OCC(C)CC?,"The primary odors present in this molecule are: Chemical, Hydrocar. The sub-odors are: Ether.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCCC(=O)OCC(C)CC?
Assistant: The primary odors present in this molecule are: Chemical, Hydrocar. The sub-odors are: Ether."
CCCC=CCOC(=O)c1ccccc1O,What are the primary odors and sub-odors of this molecule: CCCC=CCOC(=O)c1ccccc1O?,"The primary odors present in this molecule are: Fruity, Nature, Balsamic, Woody, Green, Resinous, Grassy, Fragrant, Floral. The sub-odors are: Woody, Balsamic, Green, Floral, Orchid.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCC=CCOC(=O)c1ccccc1O?
Assistant: The primary odors present in this molecule are: Fruity, Nature, Balsamic, Woody, Green, Resinous, Grassy, Fragrant, Floral. The sub-odors are: Woody, Balsamic, Green, Floral, Orchid."
COC(=O)c1ccccc1NC(C)=O,What are the primary odors and sub-odors of this molecule: COC(=O)c1ccccc1NC(C)=O?,"The primary odors present in this molecule are: Soft floral, Fruity, Nature, Non-citrus fruity, Sweet, Fragrant. The sub-odors are: Strawberry, Fruity, Powdery.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: COC(=O)c1ccccc1NC(C)=O?
Assistant: The primary odors present in this molecule are: Soft floral, Fruity, Nature, Non-citrus fruity, Sweet, Fragrant. The sub-odors are: Strawberry, Fruity, Powdery."
CCCCCCCCCC(=O)OCCC(C)C,What are the primary odors and sub-odors of this molecule: CCCCCCCCCC(=O)OCCC(C)C?,"The primary odors present in this molecule are: Fruity, Nature, Green, Non-citrus fruity, Waste, Waxy, Sweet, Fragrant, Beverage. The sub-odors are: Green, Cognac, Waxy, Fruity, Banana, Sweet, Dirt.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCCCCCCC(=O)OCCC(C)C?
Assistant: The primary odors present in this molecule are: Fruity, Nature, Green, Non-citrus fruity, Waste, Waxy, Sweet, Fragrant, Beverage. The sub-odors are: Green, Cognac, Waxy, Fruity, Banana, Sweet, Dirt."
O=C(Cc1ccccc1)OCCc1ccccc1,What are the primary odors and sub-odors of this molecule: O=C(Cc1ccccc1)OCCc1ccccc1?,"The primary odors present in this molecule are: Soft floral, Caramel, Vegetation, Fruity, Nature, Balsamic, Green, Sweet, Spices, Fragrant, Dry fruit, Floral. The sub-odors are: Rose, Apricot, Cinnamyl, Honey, Balsamic, Green, Hyacinth, Floral, Sweet, Powdery.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: O=C(Cc1ccccc1)OCCc1ccccc1?
Assistant: The primary odors present in this molecule are: Soft floral, Caramel, Vegetation, Fruity, Nature, Balsamic, Green, Sweet, Spices, Fragrant, Dry fruit, Floral. The sub-odors are: Rose, Apricot, Cinnamyl, Honey, Balsamic, Green, Hyacinth, Floral, Sweet, Powdery."
C=CC(C)(CCC=C(C)CCC=C(C)C)OC(=O)C(C)C,What are the primary odors and sub-odors of this molecule: C=CC(C)(CCC=C(C)CCC=C(C)C)OC(=O)C(C)C?,"The primary odors present in this molecule are: Non-food items, Fruity, Nature, Woody, Green, Resinous, Grassy, Citrus, Sweet, Fragrant. The sub-odors are: Woody, Green, Bergamot, Pear, Fruity, Oily.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: C=CC(C)(CCC=C(C)CCC=C(C)C)OC(=O)C(C)C?
Assistant: The primary odors present in this molecule are: Non-food items, Fruity, Nature, Woody, Green, Resinous, Grassy, Citrus, Sweet, Fragrant. The sub-odors are: Woody, Green, Bergamot, Pear, Fruity, Oily."
COc1cc(C(=O)O)ccc1O,What are the primary odors and sub-odors of this molecule: COc1cc(C(=O)O)ccc1O?,"The primary odors present in this molecule are: Soft floral, Caramel, Dairy, Fruity, Vegetables, Chocolate, Medicinal, Woody, Nutty, Phenolic, Other, Sweet, Fragrant, Beverage, Brown. The sub-odors are: Sweet, Nutty, Bean, Dairy, Chocolate, Vanilla, Phenolic, Milky, Pleasant, Creamy, Winey, Brown, Powdery, Grape.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: COc1cc(C(=O)O)ccc1O?
Assistant: The primary odors present in this molecule are: Soft floral, Caramel, Dairy, Fruity, Vegetables, Chocolate, Medicinal, Woody, Nutty, Phenolic, Other, Sweet, Fragrant, Beverage, Brown. The sub-odors are: Sweet, Nutty, Bean, Dairy, Chocolate, Vanilla, Phenolic, Milky, Pleasant, Creamy, Winey, Brown, Powdery, Grape."
CC(C)=CCCC(C)=CC1OCC(C)O1,What are the primary odors and sub-odors of this molecule: CC(C)=CCCC(C)=CC1OCC(C)O1?,"The primary odors present in this molecule are: Fruity, Vegetables, Lemon, Lem, Citrus, Sweet, Fragrant, Terpenes, Pine. The sub-odors are: Sweet, Citrus, Lemon, Orange.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CC(C)=CCCC(C)=CC1OCC(C)O1?
Assistant: The primary odors present in this molecule are: Fruity, Vegetables, Lemon, Lem, Citrus, Sweet, Fragrant, Terpenes, Pine. The sub-odors are: Sweet, Citrus, Lemon, Orange."
CCCCCCOC(C)OCCC(C)C,What are the primary odors and sub-odors of this molecule: CCCCCCOC(C)OCCC(C)C?,"The primary odors present in this molecule are: Fragrant, Sweet, Fruity, Nature. The sub-odors are: Apple, Fruity, Sweet.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCCCOC(C)OCCC(C)C?
Assistant: The primary odors present in this molecule are: Fragrant, Sweet, Fruity, Nature. The sub-odors are: Apple, Fruity, Sweet."
C=CC(C)(CCC=C(C)C)OC(=O)CC,What are the primary odors and sub-odors of this molecule: C=CC(C)(CCC=C(C)C)OC(=O)CC?,"The primary odors present in this molecule are: Herbaceous, Vegetation, Fruity, Aromatic, Nature, Fresh, Woody, Resinous, Grassy, Citrus, Sweet, Fragrant, Floral, Beverage. The sub-odors are: Rose, Woody, Lily, Floral, Bergamot, Herbal, Pear, Fresh, Rummy, Sweet.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: C=CC(C)(CCC=C(C)C)OC(=O)CC?
Assistant: The primary odors present in this molecule are: Herbaceous, Vegetation, Fruity, Aromatic, Nature, Fresh, Woody, Resinous, Grassy, Citrus, Sweet, Fragrant, Floral, Beverage. The sub-odors are: Rose, Woody, Lily, Floral, Bergamot, Herbal, Pear, Fresh, Rummy, Sweet."
CCCCC1CCC(=O)O1,What are the primary odors and sub-odors of this molecule: CCCCC1CCC(=O)O1?,"The primary odors present in this molecule are: Popcorn, Nutty, Fragrant, Food, Caramel, Fruity, Dairy, Vegetation, Aromatic, Resinous, Spices, Plants, Herbaceous, Nature, Green, Woody, Waxy, Sweet, Dry fruit. The sub-odors are: Apricot, Spices, Green, Dairy, Herbal, Milky, Almond, Waxy, Creamy, Fruity, Sweet, Caramel, Peach, Tonka.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCC1CCC(=O)O1?
Assistant: The primary odors present in this molecule are: Popcorn, Nutty, Fragrant, Food, Caramel, Fruity, Dairy, Vegetation, Aromatic, Resinous, Spices, Plants, Herbaceous, Nature, Green, Woody, Waxy, Sweet, Dry fruit. The sub-odors are: Apricot, Spices, Green, Dairy, Herbal, Milky, Almond, Waxy, Creamy, Fruity, Sweet, Caramel, Peach, Tonka."
O=CCc1ccccc1,What are the primary odors and sub-odors of this molecule: O=CCc1ccccc1?,"The primary odors present in this molecule are: Vegetables, Mol, Nutty, Musty, Fragrant, Lem, Caramel, Earthy, Food, Fruity, Lemon, Terpenes, Soft floral, Pungent, Vegetation, Foul, Resinous, Citrus, Beverage, Nature, Chocolate, Green, Non-citrus fruity, Woody, Sharp, Sweet, Dry fruit, Floral, Pine. The sub-odors are: Earthy, Green, Cherry, Chocolate, Floral, Peanut, Vegetable, Sweet, Rose, Apple, Hyacinth, Musty, Orange, Hawthorn, Apricot, Grapefruit, Honey, Fermented, Berry, Melon, Grape, Cocoa, Lemon, Winey, Peach, Plant, Powdery.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: O=CCc1ccccc1?
Assistant: The primary odors present in this molecule are: Vegetables, Mol, Nutty, Musty, Fragrant, Lem, Caramel, Earthy, Food, Fruity, Lemon, Terpenes, Soft floral, Pungent, Vegetation, Foul, Resinous, Citrus, Beverage, Nature, Chocolate, Green, Non-citrus fruity, Woody, Sharp, Sweet, Dry fruit, Floral, Pine. The sub-odors are: Earthy, Green, Cherry, Chocolate, Floral, Peanut, Vegetable, Sweet, Rose, Apple, Hyacinth, Musty, Orange, Hawthorn, Apricot, Grapefruit, Honey, Fermented, Berry, Melon, Grape, Cocoa, Lemon, Winey, Peach, Plant, Powdery."
CC(C)=C1CCC(C)(O)CC1,What are the primary odors and sub-odors of this molecule: CC(C)=C1CCC(C)(O)CC1?,"The primary odors present in this molecule are: Nature, Lem, Woody, Terpenes, Fragrant, Floral, Pine. The sub-odors are: Pine, Floral, Lilac, Terpenic.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CC(C)=C1CCC(C)(O)CC1?
Assistant: The primary odors present in this molecule are: Nature, Lem, Woody, Terpenes, Fragrant, Floral, Pine. The sub-odors are: Pine, Floral, Lilac, Terpenic."
c1ccc2ncccc2c1,What are the primary odors and sub-odors of this molecule: c1ccc2ncccc2c1?,"The primary odors present in this molecule are: Septic, Fuel, Hydrocarbo, Mol, Minty, Musty, Chemical, Tobacco smoke, Earthy, Sulp, Solvent, Hydrocar, Dry woods, Pungent, Phenolic, Resinous, Gas Station, Herbaceous, Alcohol, Medicinal, Woody, Sharp, Marshy. The sub-odors are: Earthy, Medicinal, Moldy, Tobacco, Musty, Rubbery.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: c1ccc2ncccc2c1?
Assistant: The primary odors present in this molecule are: Septic, Fuel, Hydrocarbo, Mol, Minty, Musty, Chemical, Tobacco smoke, Earthy, Sulp, Solvent, Hydrocar, Dry woods, Pungent, Phenolic, Resinous, Gas Station, Herbaceous, Alcohol, Medicinal, Woody, Sharp, Marshy. The sub-odors are: Earthy, Medicinal, Moldy, Tobacco, Musty, Rubbery."
CC(C)CC(=O)OC1CC(C)CCC1C(C)C,What are the primary odors and sub-odors of this molecule: CC(C)CC(=O)OC1CC(C)CCC1C(C)C?,"The primary odors present in this molecule are: Fruity, Nature, Lemon, Woody, Minty, Resinous, Grassy, Sweet, Fragrant. The sub-odors are: Cool, Woody, Fruity, Sweet.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CC(C)CC(=O)OC1CC(C)CCC1C(C)C?
Assistant: The primary odors present in this molecule are: Fruity, Nature, Lemon, Woody, Minty, Resinous, Grassy, Sweet, Fragrant. The sub-odors are: Cool, Woody, Fruity, Sweet."
CC(=O)OC=Cc1ccccc1,What are the primary odors and sub-odors of this molecule: CC(=O)OC=Cc1ccccc1?,"The primary odors present in this molecule are: Fruity, Nature, Sweet, Fragrant, Beverage. The sub-odors are: Fruity, Rummy, Sweet.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CC(=O)OC=Cc1ccccc1?
Assistant: The primary odors present in this molecule are: Fruity, Nature, Sweet, Fragrant, Beverage. The sub-odors are: Fruity, Rummy, Sweet."
CCCCCCCC1(C)OCC(C)O1,What are the primary odors and sub-odors of this molecule: CCCCCCCC1(C)OCC(C)O1?,"The primary odors present in this molecule are: Vegetation, Fruity, Aromatic, Nature, Woody, Resinous, Sweet, Fragrant, Floral, Herbaceous. The sub-odors are: Fruity, Herbal, Floral.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCCCCC1(C)OCC(C)O1?
Assistant: The primary odors present in this molecule are: Vegetation, Fruity, Aromatic, Nature, Woody, Resinous, Sweet, Fragrant, Floral, Herbaceous. The sub-odors are: Fruity, Herbal, Floral."
CCCCCC1CCCC(=O)O1,What are the primary odors and sub-odors of this molecule: CCCCCC1CCCC(=O)O1?,"The primary odors present in this molecule are: Caramel, Non-food items, Dairy, Fruity, Nature, Fresh, Nutty, Chemical, Sweet, Hydrocar, Fragrant, Dry fruit, Bakery, Beverage, Microbiological. The sub-odors are: Sweet, Apricot, Nutty, Dairy, Milky, Fresh, Plum, Buttery, Creamy, Fruity, Oily, Winey, Peach, Lactonic.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCCC1CCCC(=O)O1?
Assistant: The primary odors present in this molecule are: Caramel, Non-food items, Dairy, Fruity, Nature, Fresh, Nutty, Chemical, Sweet, Hydrocar, Fragrant, Dry fruit, Bakery, Beverage, Microbiological. The sub-odors are: Sweet, Apricot, Nutty, Dairy, Milky, Fresh, Plum, Buttery, Creamy, Fruity, Oily, Winey, Peach, Lactonic."
CCCCCC(=O)OCCC,What are the primary odors and sub-odors of this molecule: CCCCCC(=O)OCCC?,"The primary odors present in this molecule are: Dairy, Fruity, Nature, Green, Non-citrus fruity, Sweet, Fragrant, Beverage. The sub-odors are: Tropical, Cheese, Green, Fruity, Winey, Juicy, Sweet, Pineapple.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCCC(=O)OCCC?
Assistant: The primary odors present in this molecule are: Dairy, Fruity, Nature, Green, Non-citrus fruity, Sweet, Fragrant, Beverage. The sub-odors are: Tropical, Cheese, Green, Fruity, Winey, Juicy, Sweet, Pineapple."
CCCCCC=CC(=O)OCC,What are the primary odors and sub-odors of this molecule: CCCCCC=CC(=O)OCC?,"The primary odors present in this molecule are: Mol, Musty, Fragrant, Sickening, Earthy, Fruity, Non-food items, Pungent, Nose Feel, Foul, Resinous, Nature, Green, Non-citrus fruity, Woody, Waxy, Industrial odours, Sharp, Sweet. The sub-odors are: Earthy, Tropical, Green, Moldy, Pungent, Pear, Waxy, Plum, Fruity, Oily, Juicy, Musty, Hairdresser, Pineapple.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCCCCC=CC(=O)OCC?
Assistant: The primary odors present in this molecule are: Mol, Musty, Fragrant, Sickening, Earthy, Fruity, Non-food items, Pungent, Nose Feel, Foul, Resinous, Nature, Green, Non-citrus fruity, Woody, Waxy, Industrial odours, Sharp, Sweet. The sub-odors are: Earthy, Tropical, Green, Moldy, Pungent, Pear, Waxy, Plum, Fruity, Oily, Juicy, Musty, Hairdresser, Pineapple."
CCC1SC(C(C)CC)N=C1C,What are the primary odors and sub-odors of this molecule: CCC1SC(C(C)CC)N=C1C?,"The primary odors present in this molecule are: Food, Cooked, Nutty, Non-vegetarian, Bakery. The sub-odors are: Nutty, Roasted, Meaty, Cooked.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCC1SC(C(C)CC)N=C1C?
Assistant: The primary odors present in this molecule are: Food, Cooked, Nutty, Non-vegetarian, Bakery. The sub-odors are: Nutty, Roasted, Meaty, Cooked."
CC(=O)OC1CC(C)CCC1C(C)C,What are the primary odors and sub-odors of this molecule: CC(=O)OC1CC(C)CCC1C(C)C?,"The primary odors present in this molecule are: Food, Non-food items, Vegetation, Fruity, Aromatic, Nature, Lemon, Woody, Minty, Resinous, Grassy, Citrus, Sweet, Spices, Fragrant, Floral, Herbaceous. The sub-odors are: Tea, Woody, Spices, Menthol, Cool, Floral, Herbal, Berry, Camphor, Fruity, Oily, Melon, Sweet, Mango, Orange, Minty, Raspberry.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CC(=O)OC1CC(C)CCC1C(C)C?
Assistant: The primary odors present in this molecule are: Food, Non-food items, Vegetation, Fruity, Aromatic, Nature, Lemon, Woody, Minty, Resinous, Grassy, Citrus, Sweet, Spices, Fragrant, Floral, Herbaceous. The sub-odors are: Tea, Woody, Spices, Menthol, Cool, Floral, Herbal, Berry, Camphor, Fruity, Oily, Melon, Sweet, Mango, Orange, Minty, Raspberry."
CCC=CCCOC,What are the primary odors and sub-odors of this molecule: CCC=CCCOC?,"The primary odors present in this molecule are: Fruity, Nature, Fresh, Green, Sweet, Fragrant. The sub-odors are: Apple, Fig, Green, Pear, Fresh, Fruity, Sweet.","[Round 0]
Human: What are the primary odors and sub-odors of this molecule: CCC=CCCOC?
Assistant: The primary odors present in this molecule are: Fruity, Nature, Fresh, Green, Sweet, Fragrant. The sub-odors are: Apple, Fig, Green, Pear, Fresh, Fruity, Sweet."
